survey,survey_year,survey_name,canonical_name,canonical_operator,technology
Golden Gate Transit,2018,ROUTE 30 - San Rafael - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___30 San Rafael San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 30 - San Rafael - San Francisco [To San Rafael],GOLDEN GATE TRANSIT___30 San Rafael San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 31 - San Rafael - Larkspur Ferry Terminal [To San Francisco],GOLDEN GATE TRANSIT___31 Miracle Mile San Rafael Larkspur,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 31 - San Rafael - Larkspur Ferry Terminal [To San Rafael],GOLDEN GATE TRANSIT___31 Miracle Mile San Rafael Larkspur,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 38 - Terra Linda - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___38 Terra Linda San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 38 - Terra Linda - San Francisco [To Terra Linda],GOLDEN GATE TRANSIT___38 Terra Linda San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 4 - Mill Valley - San Francisco [To Mill Valley],GOLDEN GATE TRANSIT___4 Mill Valley San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 4 - Mill Valley - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___4 Mill Valley San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 40 - Del Norte BART Station - San Rafael [To Del Norte BART Station],GOLDEN GATE TRANSIT___40 El Cerrito Richmond San Rafael,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 40 - Del Norte BART Station - San Rafael [To San Rafael],GOLDEN GATE TRANSIT___40 El Cerrito Richmond San Rafael,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 40X - Del Norte BART Station - San Rafael [To Del Norte BART Station],GOLDEN GATE TRANSIT___40X El Cerrito Richmond San Rafael,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 40X - Del Norte BART Station - San Rafael [To San Rafael],GOLDEN GATE TRANSIT___40X El Cerrito Richmond San Rafael,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 44 - Lucas Valley - San Francisco [To Lucas Valley],GOLDEN GATE TRANSIT___44 Lucas Valley San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 44 - Lucas Valley - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___44 Lucas Valley San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 54 - Novato/San Marin - San Francisco [To Novato/San Marin],GOLDEN GATE TRANSIT___54 San Marin San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 54 - Novato/San Marin - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___54 San Marin San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 56 - San Marin - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___56 San Marin San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 56 - San Marin - San Francisco [To San Marin],GOLDEN GATE TRANSIT___56 San Marin San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 58 - Hamilton/Novato - San Francisco [To Hamilton/Novato],GOLDEN GATE TRANSIT___58 Hamilton Novato San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 58 - Hamilton/Novato - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___58 Hamilton Novato San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 70 - Novato - San Francisco [To Novato],GOLDEN GATE TRANSIT___70 Novato San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 70 - Novato - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___70 Novato San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 72 - Santa Rosa - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___72 Santa Rosa Rohnert Park San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 72 - Santa Rosa - San Francisco [To Santa Rosa],GOLDEN GATE TRANSIT___72 Santa Rosa Rohnert Park San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 72X - Santa Rosa - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___72X Santa Rosa Rohnert Park San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 72X - Santa Rosa - San Francisco [To Santa Rosa],GOLDEN GATE TRANSIT___72X Santa Rosa Rohnert Park San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 74 - Santa Rosa - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___74 Santa Rosa Cotati San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 74 - Santa Rosa - San Francisco [To Santa Rosa],GOLDEN GATE TRANSIT___74 Santa Rosa Cotati San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 76 - East Petaluma - San Francisco [To East Petaluma],GOLDEN GATE TRANSIT___76 East Petaluma San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 76 - East Petaluma - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___76 East Petaluma San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 8 - Tiburon - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___8 Tiburon San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 8 - Tiburon - San Francisco [To Tiburon],GOLDEN GATE TRANSIT___8 Tiburon San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 92 - Marin City - San Francisco [To Marin City],GOLDEN GATE TRANSIT___92 Manzanita Park & Ride San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 92 - Marin City - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___92 Manzanita Park & Ride San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 93 - Golden Gate Bridge Toll Plaza - San Francisco [To Golden Gate Bridge Toll Plaza],GOLDEN GATE TRANSIT___93 Golden Gate Bridge Toll Plaza San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,ROUTE 93 - Golden Gate Bridge Toll Plaza - San Francisco [To San Francisco],GOLDEN GATE TRANSIT___93 Golden Gate Bridge Toll Plaza San Francisco,GOLDEN GATE TRANSIT,express bus
Golden Gate Transit,2018,Sausalito - San Francisco Ferry [To San Francisco],GOLDEN GATE FERRY___Sausalito Ferry,GOLDEN GATE FERRY,ferry
Golden Gate Transit,2018,Sausalito - San Francisco Ferry [To Sausalito],GOLDEN GATE FERRY___Sausalito Ferry,GOLDEN GATE FERRY,ferry
Golden Gate Transit,2018,Tiburon - San Francisco Ferry [To San Francisco],GOLDEN GATE FERRY___Tiburon Ferry,GOLDEN GATE FERRY,ferry
Golden Gate Transit,2018,Tiburon - San Francisco Ferry [To Tiburon],GOLDEN GATE FERRY___Tiburon Ferry,GOLDEN GATE FERRY,ferry
Napa Vine,2019,1_LOOP,NAPA VINE___1 Browns Valley,NAPA VINE,local bus
Napa Vine,2019,10_NORTH,NAPA VINE___10 NVC Calistoga,NAPA VINE,local bus
Napa Vine,2019,10_SOUTH,NAPA VINE___10 NVC Calistoga,NAPA VINE,local bus
Napa Vine,2019,11_NORTH,NAPA VINE___11 N Vallejo Redwood PNR,NAPA VINE,local bus
Napa Vine,2019,11_SOUTH,NAPA VINE___11 N Vallejo Redwood PNR,NAPA VINE,local bus
Napa Vine,2019,2_LOOP,NAPA VINE___2 Outlets Old Sonoma Laurel,NAPA VINE,local bus
Napa Vine,2019,21_EAST,NAPA VINE___21 Napa Solano Express Fairfield Suisun City,NAPA VINE,express bus
Napa Vine,2019,21_WEST,NAPA VINE___21 Napa Solano Express Fairfield Suisun City,NAPA VINE,express bus
Napa Vine,2019,29_NORTH,NAPA VINE___29 Commuter Express,NAPA VINE,express bus
Napa Vine,2019,29_SOUTH,NAPA VINE___29 Commuter Express,NAPA VINE,express bus
Napa Vine,2019,3_LOOP,NAPA VINE___3 South Napa Marketplace Coombs,NAPA VINE,local bus
Napa Vine,2019,4_LOOP,NAPA VINE___4 Shetler South Napa Marketplace,NAPA VINE,local bus
Napa Vine,2019,5_LOOP,NAPA VINE___5 Alta Heights,NAPA VINE,local bus
Napa Vine,2019,6_LOOP,NAPA VINE___6 Redwood PNR Sutherland,NAPA VINE,local bus
Napa Vine,2019,7_LOOP,NAPA VINE___7 Redwood PNR Jefferson,NAPA VINE,local bus
Napa Vine,2019,8_NORTH,NAPA VINE___8 Downtown Redwood PNR,NAPA VINE,local bus
Napa Vine,2019,8_SOUTH,NAPA VINE___8 Downtown Redwood PNR,NAPA VINE,local bus
WestCAT,2017,1,WESTCAT___10 Hercules Transit Center Tiffany Ridge Birds,WESTCAT,local bus
WestCAT,2017,2,WESTCAT___11 Local Crockett to Hercules Transit Center,WESTCAT,local bus
WestCAT,2017,3,WESTCAT___12 Local Hercules Trees and Flowers: Loop,WESTCAT,local bus
WestCAT,2017,4,WESTCAT___15 Local Viewpointe to Hercules Transit Center,WESTCAT,local bus
WestCAT,2017,5,WESTCAT___16 Local Pinole Valley to Richmond Parkway Transit Center,WESTCAT,local bus
WestCAT,2017,6,WESTCAT___17 Richmond Pkwy Transit Center Fitzgerald Drive Pinole,WESTCAT,local bus
WestCAT,2017,7,WESTCAT___18 Richmond Pkwy Transit Center Hilltop Mall Tara Hills,WESTCAT,local bus
WestCAT,2017,8,WESTCAT___19 Hercules Transit Center Fitzgerald Drive Hilltop Mall,WESTCAT,local bus
WestCAT,2017,9,WESTCAT___30Z Regional Hercules Transit Center to Martinez Amtrak Station,WESTCAT,local bus
WestCAT,2017,10,WESTCAT___C3 Regional Contra Costa College to Hercules Transit Center,WESTCAT,local bus
WestCAT,2017,11,WESTCAT___JR Express Del Norte BART Richmond Parkway Transit Center,WESTCAT,express bus
WestCAT,2017,12,WESTCAT___JL Express Del Norte BART Hilltop Shopping Center,WESTCAT,express bus
WestCAT,2017,13,WESTCAT___JX Express Del Norte BART to Hercules Transit Center,WESTCAT,express bus
WestCAT,2017,14,WESTCAT___JPX Express Del Norte BART to Hercules Transit Center,WESTCAT,express bus
WestCAT,2017,15,WESTCAT___LYNX Transbay Hercules to San Francisco Transbay Terminal,WESTCAT,express bus
