"survey","survey_year","survey_name","canonical_name","canonical_operator","technology"
"BART",2015,"County Connection Route 91X Concord Commuter Express","COUNTY CONNECTION___91X Concord Commuter Express","COUNTY CONNECTION","local bus"
"BART",2015,"AC Transit Route U Fremont BART to Stanford University","AC TRANSIT___U Fremont BART to Stanford University","AC TRANSIT","express bus"
"BART",2015,"Muni Route 82X Levi Plaza Express","MUNI___82X Levi Plaza Express","MUNI","local bus"
"BART",2015,"Estuary Crossing - College of Alameda Shuttle (Lake Merritt)","AC TRANSIT___Estuary Crossing College of Alameda Shuttle (Lake Merritt)","AC TRANSIT","local bus"
"BART",2015,"Wheels (LAVTA) Route 9 Hacienda Business Park","LAVTA___9 Hacienda Business Park","LAVTA","local bus"
"BART",2015,"Wheels (LAVTA) Route 2 Dublin Ranch","LAVTA___2 Dublin Ranch","LAVTA","local bus"
"BART",2015,"AC Transit Route 805 All Nighter. Downtown Oakland to Oakland Airport","AC TRANSIT___805 All Nighter Downtown Oakland to Oakland Airport","AC TRANSIT","local bus"
"BART",2015,"VTA Route 51 VALLCO - MOFFETT FLD/AMES CTR","VTA___51 Vallco Moffett Fld Ames Ctr","VTA","local bus"
"BART",2015,"SamTrans Route 251  Bridgepoint  Hillsdale Shopping Center","SAMTRANS___251 Bridgepoint Hillsdale Shopping Center","SAMTRANS","local bus"
"BART",2015,"SamTrans Route 260  Carlmont Village San Carlos Caltrain","SAMTRANS___260 Carlmont Village San Carlos Caltrain","SAMTRANS","local bus"
"BART",2015,"VTA Route 66 STA TERESA HOSP. - MILPITAS/DIXON","VTA___66 Sta Teresa Hosp Milpitas Dixon","VTA","local bus"
"BART",2015,"VTA Route 23 ALUM ROCK TRANSIT CTR - DE ANZA COL","VTA___23 Alum Rock Transit Ctr De Anza Col","VTA","local bus"
"BART",2015,"Santa Cruz Metro Route 17","Santa Cruz Metro___17","Santa Cruz Metro","local bus"
"BART",2015,"VTA Route 32 STA CLARA CTRN -SN ANTONIO SHOP CTR","VTA___32 Sta Clara Ctrn Sn Antonio Shop Ctr","VTA","local bus"
"BART",2015,"VTA Route 89 CALIFORNIA AVE CTRN-VETS HOSPITAL","VTA___89 California Ave Ctrn Vets Hospital","VTA","local bus"
"BART",2015,"VTA Route 72 SANTA TERESA - DOWNTOWN SAN JOSE","VTA___72 Santa Teresa Downtown San Jose","VTA","local bus"
"BART",2015,"VTA Route 22 EASTRIDGE - PALO ALTO/MENLO PARK","VTA___22 Eastridge Palo Alto Menlo Park","VTA","local bus"
"BART",2015,"SolTrans Route 4 Tuolumne St / Vallejo Transit Center","SOLTRANS___4 Tuolumne St Vallejo Transit Center","SOLTRANS","local bus"
"BART",2015,"Muni Route 18 46th Avenue","MUNI___18 46th Avenue","MUNI","local bus"
"BART",2015,"WestCAT Route 12 Local - Hercules Trees and Flowers: Loop","WESTCAT___12 Local Hercules Trees and Flowers: Loop","WESTCAT","local bus"
"BART",2015,"VTA Route 40 LA AVENIDA - SN ANTONIO SHOP CTR","VTA___40 La Avenida Sn Antonio Shop Ctr","VTA","local bus"
"BART",2015,"VTA Route 82 WESTGATE - 21ST & MISSION","VTA___82 Westgate 21st & Mission","VTA","local bus"
"BART",2015,"SamTrans Route 281  Stanford Shopping Center  Palo Alto Caltrain East Palo Alto","SAMTRANS___281 Stanford Shopping Center Palo Alto Caltrain East Palo Alto","SAMTRANS","local bus"
"BART",2015,"Fairfield and Suisun Transit (FAST) Route 20 Fairfield - Vacaville","FAIRFIELD-SUISUN___20 Fairfield Vacaville","FAIRFIELD-SUISUN","local bus"
"BART",2015,"Monterey-Salinas Transit Route 55","Monterey-Salinas Transit___Monterey Salinas Transit Route 55","Monterey-Salinas Transit","local bus"
"BART",2015,"Santa Rosa CityBus Route 5 Santa Rosa Avenue","Santa Rosa City___5 Santa Rosa Avenue","Santa Rosa City","local bus"
"BART",2015,"SamTrans Route 17 Moss Beach (Seton Medical Center Coastside)  Half Moon Bay","SAMTRANS___17 Moss Beach (Seton Medical Center Coastside) Half Moon Bay","SAMTRANS","local bus"
"BART",2015,"VTA Route 62 GOOD SAM HOSP - SIERA & PIEDMONT","VTA___62 Good Sam Hosp Siera & Piedmont","VTA","local bus"
"BART",2015,"company shuttle","BAD REFERENCE___company shuttle","BAD REFERENCE","BAD REFERENCE"
"BART",2015,"Unknown","BAD REFERENCE___Unknown","BAD REFERENCE","BAD REFERENCE"
"BART",2015,"Hotel shuttle","BAD REFERENCE___Hotel shuttle","BAD REFERENCE","BAD REFERENCE"
"BART",2015,"Rental car shuttle","BAD REFERENCE___Rental car shuttle","BAD REFERENCE","BAD REFERENCE"
"BART",2015,"VTA Route 323","VTA___323","VTA","local bus"
"BART",2015,"Mariners Island shuttle","CALTRAIN___Mariners Island PCA Employer Shuttle","CALTRAIN","commuter rail"
"BART",2015,"VTA Route 902","VTA___902 Light Rail","VTA","light rail"
"BART",2015,"Santa Rosa City Bus Route 8","Santa Rosa City___8","Santa Rosa City","local bus"
"BART",2015,"SamTrans FLX","SAMTRANS___FLX","SAMTRANS","local bus"
"BART",2015,"Golden Gate Transit Route 61","GOLDEN GATE TRANSIT___61","GOLDEN GATE TRANSIT","local bus"
"BART",2015,"Rio Vista Delta Breeze Route 50 State Route 12 Express","RIO-VISTA___50 State Route 12 Express","RIO-VISTA","local bus"
"BART",2015,"unknown","BAD REFERENCE___unknown","BAD REFERENCE","BAD REFERENCE"
"BART",2015,"VTA Route 55 De Anza College - Great America","VTA___55 De Anza College Great America","VTA","local bus"
"BART",2015,"VTA Route 58","VTA___58","VTA","local bus"
"BART",2015,"BART___12th St. Oakland City Center___16th St. Mission","BART___12th St. Oakland City Center___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___19th St. Oakland","BART___12th St. Oakland City Center___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___24th St. Mission","BART___12th St. Oakland City Center___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Ashby","BART___12th St. Oakland City Center___Ashby","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Balboa Park","BART___12th St. Oakland City Center___Balboa Park","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Bay Fair","BART___12th St. Oakland City Center___Bay Fair","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Castro Valley","BART___12th St. Oakland City Center___Castro Valley","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Civic Center/UN Plaza","BART___12th St. Oakland City Center___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Coliseum","BART___12th St. Oakland City Center___Coliseum","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Colma","BART___12th St. Oakland City Center___Colma","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Concord","BART___12th St. Oakland City Center___Concord","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Daly City","BART___12th St. Oakland City Center___Daly City","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Downtown Berkeley","BART___12th St. Oakland City Center___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Dublin/Pleasanton","BART___12th St. Oakland City Center___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___El Cerrito del Norte","BART___12th St. Oakland City Center___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___El Cerrito Plaza","BART___12th St. Oakland City Center___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Embarcadero","BART___12th St. Oakland City Center___Embarcadero","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Fremont","BART___12th St. Oakland City Center___Fremont","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Fruitvale","BART___12th St. Oakland City Center___Fruitvale","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Glen Park","BART___12th St. Oakland City Center___Glen Park","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Hayward","BART___12th St. Oakland City Center___Hayward","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Lafayette","BART___12th St. Oakland City Center___Lafayette","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Lake Merritt","BART___12th St. Oakland City Center___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___MacArthur","BART___12th St. Oakland City Center___MacArthur","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Millbrae","BART___12th St. Oakland City Center___Millbrae","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Montgomery St.","BART___12th St. Oakland City Center___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___North Berkeley","BART___12th St. Oakland City Center___North Berkeley","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___North Concord/Martinez","BART___12th St. Oakland City Center___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Oakland International Airport","BART___12th St. Oakland City Center___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Orinda","BART___12th St. Oakland City Center___Orinda","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Pittsburg/Bay Point","BART___12th St. Oakland City Center___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Pleasant Hill/Contra Costa Centre","BART___12th St. Oakland City Center___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Powell St.","BART___12th St. Oakland City Center___Powell St.","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Richmond","BART___12th St. Oakland City Center___Richmond","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Rockridge","BART___12th St. Oakland City Center___Rockridge","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___San Bruno","BART___12th St. Oakland City Center___San Bruno","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___San Francisco International Airport","BART___12th St. Oakland City Center___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___San Leandro","BART___12th St. Oakland City Center___San Leandro","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___South Hayward","BART___12th St. Oakland City Center___South Hayward","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___South San Francisco","BART___12th St. Oakland City Center___South San Francisco","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Union City","BART___12th St. Oakland City Center___Union City","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___Walnut Creek","BART___12th St. Oakland City Center___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___West Dublin/Pleasanton","BART___12th St. Oakland City Center___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___12th St. Oakland City Center___West Oakland","BART___12th St. Oakland City Center___West Oakland","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___12th St. Oakland City Center","BART___16th St. Mission___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___19th St. Oakland","BART___16th St. Mission___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___24th St. Mission","BART___16th St. Mission___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Ashby","BART___16th St. Mission___Ashby","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Balboa Park","BART___16th St. Mission___Balboa Park","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Bay Fair","BART___16th St. Mission___Bay Fair","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Castro Valley","BART___16th St. Mission___Castro Valley","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Civic Center/UN Plaza","BART___16th St. Mission___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Coliseum","BART___16th St. Mission___Coliseum","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Colma","BART___16th St. Mission___Colma","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Concord","BART___16th St. Mission___Concord","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Daly City","BART___16th St. Mission___Daly City","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Downtown Berkeley","BART___16th St. Mission___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Dublin/Pleasanton","BART___16th St. Mission___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___El Cerrito del Norte","BART___16th St. Mission___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___El Cerrito Plaza","BART___16th St. Mission___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Embarcadero","BART___16th St. Mission___Embarcadero","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Fremont","BART___16th St. Mission___Fremont","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Fruitvale","BART___16th St. Mission___Fruitvale","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Glen Park","BART___16th St. Mission___Glen Park","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Hayward","BART___16th St. Mission___Hayward","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Lafayette","BART___16th St. Mission___Lafayette","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Lake Merritt","BART___16th St. Mission___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___MacArthur","BART___16th St. Mission___MacArthur","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Millbrae","BART___16th St. Mission___Millbrae","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Montgomery St.","BART___16th St. Mission___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___North Berkeley","BART___16th St. Mission___North Berkeley","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___North Concord/Martinez","BART___16th St. Mission___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Oakland International Airport","BART___16th St. Mission___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Orinda","BART___16th St. Mission___Orinda","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Pittsburg/Bay Point","BART___16th St. Mission___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Pleasant Hill/Contra Costa Centre","BART___16th St. Mission___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Powell St.","BART___16th St. Mission___Powell St.","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Richmond","BART___16th St. Mission___Richmond","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Rockridge","BART___16th St. Mission___Rockridge","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___San Bruno","BART___16th St. Mission___San Bruno","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___San Francisco International Airport","BART___16th St. Mission___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___San Leandro","BART___16th St. Mission___San Leandro","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___South Hayward","BART___16th St. Mission___South Hayward","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___South San Francisco","BART___16th St. Mission___South San Francisco","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Union City","BART___16th St. Mission___Union City","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___Walnut Creek","BART___16th St. Mission___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___West Dublin/Pleasanton","BART___16th St. Mission___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___16th St. Mission___West Oakland","BART___16th St. Mission___West Oakland","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___12th St. Oakland City Center","BART___19th St. Oakland___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___16th St. Mission","BART___19th St. Oakland___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___24th St. Mission","BART___19th St. Oakland___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Ashby","BART___19th St. Oakland___Ashby","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Balboa Park","BART___19th St. Oakland___Balboa Park","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Bay Fair","BART___19th St. Oakland___Bay Fair","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Castro Valley","BART___19th St. Oakland___Castro Valley","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Civic Center/UN Plaza","BART___19th St. Oakland___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Coliseum","BART___19th St. Oakland___Coliseum","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Colma","BART___19th St. Oakland___Colma","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Concord","BART___19th St. Oakland___Concord","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Daly City","BART___19th St. Oakland___Daly City","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Downtown Berkeley","BART___19th St. Oakland___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Dublin/Pleasanton","BART___19th St. Oakland___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___El Cerrito del Norte","BART___19th St. Oakland___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___El Cerrito Plaza","BART___19th St. Oakland___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Embarcadero","BART___19th St. Oakland___Embarcadero","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Fremont","BART___19th St. Oakland___Fremont","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Fruitvale","BART___19th St. Oakland___Fruitvale","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Glen Park","BART___19th St. Oakland___Glen Park","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Hayward","BART___19th St. Oakland___Hayward","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Lafayette","BART___19th St. Oakland___Lafayette","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Lake Merritt","BART___19th St. Oakland___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___MacArthur","BART___19th St. Oakland___MacArthur","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Millbrae","BART___19th St. Oakland___Millbrae","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Montgomery St.","BART___19th St. Oakland___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___North Berkeley","BART___19th St. Oakland___North Berkeley","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___North Concord/Martinez","BART___19th St. Oakland___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Oakland International Airport","BART___19th St. Oakland___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Orinda","BART___19th St. Oakland___Orinda","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Pittsburg/Bay Point","BART___19th St. Oakland___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Pleasant Hill/Contra Costa Centre","BART___19th St. Oakland___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Powell St.","BART___19th St. Oakland___Powell St.","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Richmond","BART___19th St. Oakland___Richmond","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Rockridge","BART___19th St. Oakland___Rockridge","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___San Bruno","BART___19th St. Oakland___San Bruno","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___San Francisco International Airport","BART___19th St. Oakland___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___San Leandro","BART___19th St. Oakland___San Leandro","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___South Hayward","BART___19th St. Oakland___South Hayward","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___South San Francisco","BART___19th St. Oakland___South San Francisco","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Union City","BART___19th St. Oakland___Union City","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___Walnut Creek","BART___19th St. Oakland___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___West Dublin/Pleasanton","BART___19th St. Oakland___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___19th St. Oakland___West Oakland","BART___19th St. Oakland___West Oakland","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___12th St. Oakland City Center","BART___24th St. Mission___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___16th St. Mission","BART___24th St. Mission___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___19th St. Oakland","BART___24th St. Mission___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Ashby","BART___24th St. Mission___Ashby","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Balboa Park","BART___24th St. Mission___Balboa Park","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Bay Fair","BART___24th St. Mission___Bay Fair","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Castro Valley","BART___24th St. Mission___Castro Valley","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Civic Center/UN Plaza","BART___24th St. Mission___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Coliseum","BART___24th St. Mission___Coliseum","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Colma","BART___24th St. Mission___Colma","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Concord","BART___24th St. Mission___Concord","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Daly City","BART___24th St. Mission___Daly City","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Downtown Berkeley","BART___24th St. Mission___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Dublin/Pleasanton","BART___24th St. Mission___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___El Cerrito del Norte","BART___24th St. Mission___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___El Cerrito Plaza","BART___24th St. Mission___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Embarcadero","BART___24th St. Mission___Embarcadero","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Fremont","BART___24th St. Mission___Fremont","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Fruitvale","BART___24th St. Mission___Fruitvale","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Glen Park","BART___24th St. Mission___Glen Park","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Hayward","BART___24th St. Mission___Hayward","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Lafayette","BART___24th St. Mission___Lafayette","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Lake Merritt","BART___24th St. Mission___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___MacArthur","BART___24th St. Mission___MacArthur","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Millbrae","BART___24th St. Mission___Millbrae","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Montgomery St.","BART___24th St. Mission___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___North Berkeley","BART___24th St. Mission___North Berkeley","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___North Concord/Martinez","BART___24th St. Mission___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Oakland International Airport","BART___24th St. Mission___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Orinda","BART___24th St. Mission___Orinda","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Pittsburg/Bay Point","BART___24th St. Mission___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Pleasant Hill/Contra Costa Centre","BART___24th St. Mission___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Powell St.","BART___24th St. Mission___Powell St.","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Richmond","BART___24th St. Mission___Richmond","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Rockridge","BART___24th St. Mission___Rockridge","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___San Bruno","BART___24th St. Mission___San Bruno","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___San Francisco International Airport","BART___24th St. Mission___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___San Leandro","BART___24th St. Mission___San Leandro","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___South Hayward","BART___24th St. Mission___South Hayward","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___South San Francisco","BART___24th St. Mission___South San Francisco","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Union City","BART___24th St. Mission___Union City","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___Walnut Creek","BART___24th St. Mission___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___West Dublin/Pleasanton","BART___24th St. Mission___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___24th St. Mission___West Oakland","BART___24th St. Mission___West Oakland","BART","heavy rail"
"BART",2015,"BART___Ashby___12th St. Oakland City Center","BART___Ashby___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___Ashby___16th St. Mission","BART___Ashby___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___Ashby___19th St. Oakland","BART___Ashby___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___Ashby___24th St. Mission","BART___Ashby___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___Ashby___Balboa Park","BART___Ashby___Balboa Park","BART","heavy rail"
"BART",2015,"BART___Ashby___Bay Fair","BART___Ashby___Bay Fair","BART","heavy rail"
"BART",2015,"BART___Ashby___Castro Valley","BART___Ashby___Castro Valley","BART","heavy rail"
"BART",2015,"BART___Ashby___Civic Center/UN Plaza","BART___Ashby___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___Ashby___Coliseum","BART___Ashby___Coliseum","BART","heavy rail"
"BART",2015,"BART___Ashby___Colma","BART___Ashby___Colma","BART","heavy rail"
"BART",2015,"BART___Ashby___Concord","BART___Ashby___Concord","BART","heavy rail"
"BART",2015,"BART___Ashby___Daly City","BART___Ashby___Daly City","BART","heavy rail"
"BART",2015,"BART___Ashby___Downtown Berkeley","BART___Ashby___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___Ashby___Dublin/Pleasanton","BART___Ashby___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___Ashby___El Cerrito del Norte","BART___Ashby___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___Ashby___El Cerrito Plaza","BART___Ashby___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___Ashby___Embarcadero","BART___Ashby___Embarcadero","BART","heavy rail"
"BART",2015,"BART___Ashby___Fremont","BART___Ashby___Fremont","BART","heavy rail"
"BART",2015,"BART___Ashby___Fruitvale","BART___Ashby___Fruitvale","BART","heavy rail"
"BART",2015,"BART___Ashby___Glen Park","BART___Ashby___Glen Park","BART","heavy rail"
