champ_name,apc_route,apc_direction,stop_location,stop_sequence,segment
MUN6O,6,OUTBOUND,7th/Market,9,A
MUN6O,6,OUTBOUND,Hyde/8th/Market/Grove,10,A
MUN6O,6,OUTBOUND,Larkin/Market/9th,11,A
MUN6O,6,OUTBOUND,Market/Van Ness,12,A
MUN6O,6,OUTBOUND,Haight/Gough/Market,13,A
MUN6O,6,OUTBOUND,Octavia/Haight,14,B
MUN6O,6,OUTBOUND,Haight/Laguna,15,B
MUN6O,6,OUTBOUND,Buchanan/Haight,16,B
MUN6O,6,OUTBOUND,Haight/Fillmore,17,B
MUN6O,6,OUTBOUND,Haight/Pierce,18,B
MUN6O,6,OUTBOUND,Divisadero/Haight,19,B
MUN6O,6,OUTBOUND,Baker/Buena Vista East/Haight,20,B
MUN6O,6,OUTBOUND,Haight/Central,21,B
MUN6O,6,OUTBOUND,Masonic/Haight,22,B
MUN6O,6,OUTBOUND,Masonic/Frederick,23,C
MUN6O,6,OUTBOUND,Ashbury/Frederick,24,C
MUN6O,6,OUTBOUND,Clayton/Frederick,25,C
MUN6O,6,OUTBOUND,Unknown,26,C
MUN6O,6,OUTBOUND,Clayton/Parnassus,27,C
MUN6O,6,OUTBOUND,Parnassus/Cole,28,C
MUN6O,6,OUTBOUND,Shrader/Parnassus,29,C
MUN6O,6,OUTBOUND,Stanyan/Parnassus,30,C
MUN6O,6,OUTBOUND,Parnassus/Willard,31,C
MUN6O,6,OUTBOUND,Parnassus/Hillway,32,C
MUN6O,6,OUTBOUND,Parnassus/2nd,33,C
MUN6O,6,OUTBOUND,Parnassus/4th,34,C
MUN6O,6,OUTBOUND,6th/Judah,35,C
MUN6O,6,OUTBOUND,7th/Judah,36,C
MUN6O,6,OUTBOUND,Judah/9th,37,C
MUN6O,6,OUTBOUND,Kirkham/9th,38,C
MUN6O,6,OUTBOUND,Lawton/9th,39,C
MUN6O,6,OUTBOUND,Moraga/9th,40,C
MUN6O,6,OUTBOUND,Noriega/9th,41,C
MUN6O,6,OUTBOUND,Ortega/9th,42,C
MUN6O,6,OUTBOUND,Ortega/10th,43,C
MUN6O,6,OUTBOUND,Pacheco/10th,44,C
MUN6O,6,OUTBOUND,Unknown,45,C
MUN6O,6,OUTBOUND,Unknown,46,C
MUN6O,6,OUTBOUND,12th/Quintara,47,C
MUN71I,7,INBOUND,48th/Ortega,0,A
MUN71I,7,INBOUND,47th/Noriega,1,A
MUN71I,7,INBOUND,Noriega/46th,2,A
MUN71I,7,INBOUND,45th/Noriega,3,A
MUN71I,7,INBOUND,Unknown,4,A
MUN71I,7,INBOUND,41st/Noriega,5,A
MUN71I,7,INBOUND,39th/Noriega,6,A
MUN71I,7,INBOUND,Sunset/Noriega,7,A
MUN71I,7,INBOUND,Noriega/34th,8,A
MUN71I,7,INBOUND,Noriega/31st,9,A
MUN71I,7,INBOUND,29th/Noriega,10,A
MUN71I,7,INBOUND,27th/Noriega,11,A
MUN71I,7,INBOUND,Noriega/25th,12,A
MUN71I,7,INBOUND,22nd/Noriega,13,A
MUN71I,7,INBOUND,22nd/Moraga,14,A
MUN71I,7,INBOUND,22nd/Lawton,15,A
MUN71I,7,INBOUND,22nd/Kirkham,16,A
MUN71I,7,INBOUND,22nd/Judah,17,A
MUN71I,7,INBOUND,22nd/Irving,18,A
MUN71I,7,INBOUND,22nd/Lincoln,19,A
MUN71I,7,INBOUND,Lincoln/21st,20,A
MUN71I,7,INBOUND,Lincoln/19th,21,A
MUN71I,7,INBOUND,Lincoln/17th,22,A
MUN71I,7,INBOUND,15th/Lincoln,23,A
MUN71I,7,INBOUND,Unknown,24,A
MUN71I,7,INBOUND,Unknown,25,A
MUN71I,7,INBOUND,Lincoln/9th,26,A
MUN71I,7,INBOUND,Lincoln/7th,27,A
MUN71I,7,INBOUND,Lincoln/5th,28,A
MUN71I,7,INBOUND,3rd/Lincoln,29,B
MUN71I,7,INBOUND,Lincoln/Frederick/Arguello,30,B
MUN71I,7,INBOUND,Willard/Frederick,31,B
MUN71I,7,INBOUND,Stanyan/Frederick,32,B
MUN71I,7,INBOUND,Stanyan/Haight,33,B
MUN71I,7,INBOUND,Cole/Haight,34,B
MUN71I,7,INBOUND,Clayton/Haight,35,B
MUN71I,7,INBOUND,Masonic/Haight,36,B
MUN71I,7,INBOUND,Buena Vista West/Haight,37,B
MUN71I,7,INBOUND,Baker/Buena Vista East/Haight,38,B
MUN71I,7,INBOUND,Divisadero/Haight,39,B
MUN71I,7,INBOUND,Haight/Pierce,40,B
MUN71I,7,INBOUND,Haight/Fillmore,41,B
MUN71I,7,INBOUND,Buchanan/Haight,42,B
MUN71I,7,INBOUND,Haight/Laguna,43,B
MUN71I,7,INBOUND,Page/Octavia,44,B
MUN71I,7,INBOUND,Page/Franklin,45,C
MUN71I,7,INBOUND,Market/Van Ness,46,C
MUN71I,7,INBOUND,Larkin/Market/9th,47,C
MUN71I,7,INBOUND,Hyde/8th/Market/Grove,48,C
MUN71I,7,INBOUND,7th/Market,49,C
MUN71I,7,INBOUND,6th/Golden Gate/Market/Taylor,50,C
MUN71I,7,INBOUND,Cyril Magnin/5th/Market,51,C
MUN71I,7,INBOUND,Stockton/4th/Market/Ellis,52,C
MUN71I,7,INBOUND,3rd/Kearny/Market,53,C
MUN71I,7,INBOUND,1st/Bush/Market,54,C
MUN71O,7,OUTBOUND,Transbay Terminal Muni Stop,0,A
MUN71O,7,OUTBOUND,Fremont/Front/Market,1,A
MUN71O,7,OUTBOUND,Battery/Market,2,A
MUN71O,7,OUTBOUND,2nd/Market,3,A
MUN71O,7,OUTBOUND,3rd/Kearny/Market,4,A
MUN71O,7,OUTBOUND,Stockton/4th/Market/Ellis,5,A
MUN71O,7,OUTBOUND,Cyril Magnin/5th/Market,6,A
MUN71O,7,OUTBOUND,6th/Golden Gate/Market/Taylor,7,A
MUN71O,7,OUTBOUND,7th/Market,8,A
MUN71O,7,OUTBOUND,Hyde/8th/Market/Grove,9,A
MUN71O,7,OUTBOUND,Larkin/Market/9th,10,A
MUN71O,7,OUTBOUND,Market/Van Ness,11,A
MUN71O,7,OUTBOUND,Haight/Gough/Market,12,A
MUN71O,7,OUTBOUND,Octavia/Haight,13,B
MUN71O,7,OUTBOUND,Haight/Laguna,14,B
MUN71O,7,OUTBOUND,Buchanan/Haight,15,B
MUN71O,7,OUTBOUND,Haight/Fillmore,16,B
MUN71O,7,OUTBOUND,Haight/Pierce,17,B
MUN71O,7,OUTBOUND,Divisadero/Haight,18,B
MUN71O,7,OUTBOUND,Baker/Buena Vista East/Haight,19,B
MUN71O,7,OUTBOUND,Haight/Central,20,B
MUN71O,7,OUTBOUND,Masonic/Haight,21,B
MUN71O,7,OUTBOUND,Clayton/Haight,22,B
MUN71O,7,OUTBOUND,Cole/Haight,23,B
MUN71O,7,OUTBOUND,Stanyan/Haight,24,B
MUN71O,7,OUTBOUND,Stanyan/Waller/Kezar,25,B
MUN71O,7,OUTBOUND,Stanyan/Frederick,26,B
MUN71O,7,OUTBOUND,Willard/Frederick,27,B
MUN71O,7,OUTBOUND,Lincoln/Frederick/Arguello,28,B
MUN71O,7,OUTBOUND,Lincoln/5th,29,C
MUN71O,7,OUTBOUND,Lincoln/7th,30,C
MUN71O,7,OUTBOUND,Lincoln/9th,31,C
MUN71O,7,OUTBOUND,Unknown,32,C
MUN71O,7,OUTBOUND,Funston/Lincoln,33,C
MUN71O,7,OUTBOUND,15th/Lincoln,34,C
MUN71O,7,OUTBOUND,Unknown,35,C
MUN71O,7,OUTBOUND,Lincoln/19th,36,C
MUN71O,7,OUTBOUND,Lincoln/21st,37,C
MUN71O,7,OUTBOUND,Lincoln/23rd,38,C
MUN71O,7,OUTBOUND,23rd/Irving,39,C
MUN71O,7,OUTBOUND,23rd/Judah,40,C
MUN71O,7,OUTBOUND,23rd/Kirkham,41,C
MUN71O,7,OUTBOUND,23rd/Lawton,42,C
MUN71O,7,OUTBOUND,Moraga/23rd,43,C
MUN71O,7,OUTBOUND,23rd/Noriega,44,C
MUN71O,7,OUTBOUND,Noriega/25th,45,C
MUN71O,7,OUTBOUND,28th/Noriega,46,C
MUN71O,7,OUTBOUND,Noriega/31st,47,C
MUN71O,7,OUTBOUND,Noriega/32nd,48,C
MUN71O,7,OUTBOUND,Noriega/34th,49,C
MUN71O,7,OUTBOUND,Sunset/Noriega,50,C
MUN71O,7,OUTBOUND,38th/Noriega,51,C
MUN71O,7,OUTBOUND,40th/Noriega,52,C
MUN71O,7,OUTBOUND,42nd/Noriega,53,C
MUN71O,7,OUTBOUND,44th/Noriega,54,C
MUN71O,7,OUTBOUND,Unknown,55,C
MUN71O,7,OUTBOUND,48th/Noriega,56,C
MUN9I,9,INBOUND,Sunnydale,0,A
MUN9I,9,INBOUND,Santos/Sunnydale,1,A
MUN9I,9,INBOUND,Santos/Brookdale,2,A
MUN9I,9,INBOUND,Santos/Velasco,3,A
MUN9I,9,INBOUND,Santos/Geneva,4,A
MUN9I,9,INBOUND,Unknown,5,A
MUN9I,9,INBOUND,Rio Verde/Geneva,6,A
MUN9I,9,INBOUND,Unknown,7,A
MUN9I,9,INBOUND,Velasco/Schwerin,8,A
MUN9I,9,INBOUND,Garrison/Schwerin,9,A
MUN9I,9,INBOUND,Sunnydale/Schwerin,10,A
MUN9I,9,INBOUND,Tomaso/Sunnydale/Cora,11,A
MUN9I,9,INBOUND,Unknown,12,A
MUN9I,9,INBOUND,Sunnydale/Bayshore,13,A
MUN9I,9,INBOUND,Visitacion/Bayshore,14,A
MUN9I,9,INBOUND,Arleta/San Bruno/Bayshore,15,B
MUN9I,9,INBOUND,San Bruno/Somerset,16,B
MUN9I,9,INBOUND,Unknown,17,B
MUN9I,9,INBOUND,San Bruno/Wilde,18,B
MUN9I,9,INBOUND,San Bruno,19,B
MUN9I,9,INBOUND,San Bruno/Mansell,20,B
MUN9I,9,INBOUND,Paul/San Bruno,21,B
MUN9I,9,INBOUND,San Bruno/Wayland,22,B
MUN9I,9,INBOUND,Bacon/San Bruno,23,B
MUN9I,9,INBOUND,San Bruno/Thornton,24,B
MUN9I,9,INBOUND,San Bruno/Silver,25,B
MUN9I,9,INBOUND,Silver/Bayshore,26,B
MUN9I,9,INBOUND,Unknown,27,B
MUN9I,9,INBOUND,Marengo/Bayshore,28,B
MUN9I,9,INBOUND,Cortland/Bayshore,29,B
MUN9I,9,INBOUND,Oakdale/Bayshore,30,B
MUN9I,9,INBOUND,Jerrold/Bayshore Blvd Off-ramp/Hwy 101 N Off-ramp/Hwy 101 N On-ramp/Bayshore,31,B
MUN9I,9,INBOUND,Potrero/25th,32,B
MUN9I,9,INBOUND,24th/Potrero,33,B
MUN9I,9,INBOUND,23rd/Potrero,34,B
MUN9I,9,INBOUND,22nd/Potrero,35,B
MUN9I,9,INBOUND,20th/Potrero,36,B
MUN9I,9,INBOUND,Potrero/18th,37,B
MUN9I,9,INBOUND,17th/Potrero,38,B
MUN9I,9,INBOUND,Potrero/16th,39,B
MUN9I,9,INBOUND,Alameda/Potrero,40,B
MUN9I,9,INBOUND,Bryant/11th/Division/13th,41,C
MUN9I,9,INBOUND,11th/Harrison,42,C
MUN9I,9,INBOUND,Folsom/11th,43,C
MUN9I,9,INBOUND,11th/Howard,44,C
MUN9I,9,INBOUND,Mission/11th,45,C
MUN9I,9,INBOUND,11th/Market,46,C
MUN9I,9,INBOUND,Larkin/Market/9th,47,C
MUN9I,9,INBOUND,Hyde/8th/Market/Grove,48,C
MUN9I,9,INBOUND,7th/Market,49,C
MUN9I,9,INBOUND,6th/Golden Gate/Market/Taylor,50,C
MUN9I,9,INBOUND,Cyril Magnin/5th/Market,51,C
MUN9I,9,INBOUND,Stockton/4th/Market/Ellis,52,C
MUN9I,9,INBOUND,3rd/Kearny/Market,53,C
MUN9I,9,INBOUND,Montgomery/Market,54,C
MUN9I,9,INBOUND,1st/Bush/Market,55,C
MUN9I,9,INBOUND,Beale/Pine/Davis/Market,56,C
MUN9I,9,INBOUND,Spear/Market,57,C
MUN9I,9,INBOUND,Unknown,58,C
MUN9O,9,OUTBOUND,Main/Mission,0,A
MUN9O,9,OUTBOUND,Battery/Market,1,A
MUN9O,9,OUTBOUND,2nd/Market,2,A
MUN9O,9,OUTBOUND,3rd/Kearny/Market,3,A
MUN9O,9,OUTBOUND,Stockton/4th/Market/Ellis,4,A
MUN9O,9,OUTBOUND,Cyril Magnin/5th/Market,5,A
MUN9O,9,OUTBOUND,6th/Golden Gate/Market/Taylor,6,A
MUN9O,9,OUTBOUND,7th/Market,7,A
MUN9O,9,OUTBOUND,Hyde/8th/Market/Grove,8,A
MUN9O,9,OUTBOUND,Larkin/Market/9th,9,A
MUN9O,9,OUTBOUND,11th/Market,10,A
MUN9O,9,OUTBOUND,Mission/11th,11,A
MUN9O,9,OUTBOUND,11th/Howard,12,A
MUN9O,9,OUTBOUND,Folsom/11th,13,A
MUN9O,9,OUTBOUND,11th/Harrison,14,A
MUN9O,9,OUTBOUND,Bryant/11th/Division/13th,15,A
MUN9O,9,OUTBOUND,Alameda/Potrero,16,B
MUN9O,9,OUTBOUND,Potrero/16th,17,B
MUN9O,9,OUTBOUND,17th/Potrero,18,B
MUN9O,9,OUTBOUND,Potrero/18th,19,B
MUN9O,9,OUTBOUND,20th/Potrero,20,B
MUN9O,9,OUTBOUND,Potrero/21st,21,B
MUN9O,9,OUTBOUND,22nd/Potrero,22,B
MUN9O,9,OUTBOUND,23rd/Potrero,23,B
MUN9O,9,OUTBOUND,24th/Potrero,24,B
MUN9O,9,OUTBOUND,Potrero/Army St On-ramp/25th,25,B
MUN9O,9,OUTBOUND,Costa/Bayshore,26,B
MUN9O,9,OUTBOUND,Oakdale/Bayshore,27,B
MUN9O,9,OUTBOUND,Cosgrove/Bayshore,28,B
MUN9O,9,OUTBOUND,Cortland/Bayshore,29,B
MUN9O,9,OUTBOUND,Industrial St On-ram/Industrial/Bayshore,30,B
MUN9O,9,OUTBOUND,Unknown,31,B
MUN9O,9,OUTBOUND,Silver/Bayshore,32,B
MUN9O,9,OUTBOUND,San Bruno/Silver,33,B
MUN9O,9,OUTBOUND,Felton/San Bruno,34,B
MUN9O,9,OUTBOUND,Bacon/San Bruno,35,B
MUN9O,9,OUTBOUND,San Bruno/Woolsey,36,B
MUN9O,9,OUTBOUND,San Bruno/Dwight,37,B
MUN9O,9,OUTBOUND,San Bruno/Mansell,38,B
MUN9O,9,OUTBOUND,San Bruno,39,B
MUN9O,9,OUTBOUND,San Bruno/Wilde,40,B
MUN9O,9,OUTBOUND,Unknown,41,B
MUN9O,9,OUTBOUND,Unknown,42,B
MUN9O,9,OUTBOUND,Arleta/San Bruno/Bayshore,43,B
MUN9O,9,OUTBOUND,Leland/Bayshore,44,C
MUN9O,9,OUTBOUND,Sunnydale/Bayshore,45,C
MUN9O,9,OUTBOUND,Unknown,46,C
MUN9O,9,OUTBOUND,Sunnydale/Rutland,47,C
MUN9O,9,OUTBOUND,Tomaso/Sunnydale/Cora,48,C
MUN9O,9,OUTBOUND,Sunnydale/Schwerin,49,C
MUN9O,9,OUTBOUND,Garrison/Schwerin,50,C
MUN9O,9,OUTBOUND,Unknown,51,C
MUN9O,9,OUTBOUND,Unknown,52,C
MUN9O,9,OUTBOUND,Rio Verde/Geneva,53,C
MUN9O,9,OUTBOUND,Unknown,54,C
MUN9O,9,OUTBOUND,Santos/Geneva,55,C
MUN9O,9,OUTBOUND,Santos/Velasco,56,C
MUN9O,9,OUTBOUND,Santos/Brookdale,57,C
MUN9O,9,OUTBOUND,Santos/Sunnydale,58,C
MUN10I,10,INBOUND,24th/Potrero,0,A
MUN10I,10,INBOUND,23rd/Utah,1,A
MUN10I,10,INBOUND,Vermont/23rd,2,A
MUN10I,10,INBOUND,23rd/Kansas,3,A
MUN10I,10,INBOUND,Rhode Island/23rd,4,A
MUN10I,10,INBOUND,Unknown,5,A
MUN10I,10,INBOUND,Rhode Island/25th,6,A
MUN10I,10,INBOUND,Rhode Island/26th,7,A
MUN10I,10,INBOUND,Unknown,8,A
MUN10I,10,INBOUND,Unknown,9,A
MUN10I,10,INBOUND,Wisconsin/25th,10,A
MUN10I,10,INBOUND,Connecticut/25th,11,A
MUN10I,10,INBOUND,Dakota/25th,12,A
MUN10I,10,INBOUND,Dakota/23rd,13,A
MUN10I,10,INBOUND,Wisconsin/23rd,14,A
MUN10I,10,INBOUND,Unknown,15,A
MUN10I,10,INBOUND,22nd/Wisconsin,16,A
MUN10I,10,INBOUND,Connecticut/20th,17,A
MUN10I,10,INBOUND,19th/Connecticut,18,A
MUN10I,10,INBOUND,Connecticut/18th,19,A
MUN10I,10,INBOUND,17th/Connecticut,20,A
MUN10I,10,INBOUND,Wisconsin/17th,21,A
MUN10I,10,INBOUND,De Haro/17th,22,A
MUN10I,10,INBOUND,De Haro/16th,23,A
MUN10I,10,INBOUND,Rhode Island/16th,24,A
MUN10I,10,INBOUND,15th/Rhode Island,25,A
MUN10I,10,INBOUND,Rhode Island/Alameda,26,A
MUN10I,10,INBOUND,Division/Henry Adams,27,A
MUN10I,10,INBOUND,Townsend/7th,28,A
MUN10I,10,INBOUND,Unknown,29,A
MUN10I,10,INBOUND,5th/Townsend,30,A
MUN10I,10,INBOUND,Townsend/4th,31,A
MUN10I,10,INBOUND,3rd/Townsend,32,B
MUN10I,10,INBOUND,Townsend/2nd,33,B
MUN10I,10,INBOUND,Brannan/2nd,34,B
MUN10I,10,INBOUND,Bryant/2nd,35,B
MUN10I,10,INBOUND,Harrison/2nd,36,B
MUN10I,10,INBOUND,Folsom/2nd,37,B
MUN10I,10,INBOUND,2nd/Howard,38,B
MUN10I,10,INBOUND,Stevenson/2nd,39,B
MUN10I,10,INBOUND,Sutter/Market,40,B
MUN10I,10,INBOUND,Sansome/Pine,41,B
MUN10I,10,INBOUND,Sansome/Sacramento,42,B
MUN10I,10,INBOUND,Washington/Sansome,43,B
MUN10I,10,INBOUND,Sansome/Pacific,44,C
MUN10I,10,INBOUND,Montgomery/Pacific,45,C
MUN10I,10,INBOUND,Kearny/Pacific,46,C
MUN10I,10,INBOUND,Grant/Pacific,47,C
MUN10I,10,INBOUND,Stockton/Pacific,48,C
MUN10I,10,INBOUND,Powell/Pacific,49,C
MUN10I,10,INBOUND,Mason/Pacific,50,C
MUN10I,10,INBOUND,Pacific/Taylor,51,C
MUN10I,10,INBOUND,Jones/Pacific,52,C
MUN10I,10,INBOUND,Unknown,53,C
MUN10I,10,INBOUND,Hyde/Pacific,54,C
MUN10I,10,INBOUND,Larkin/Pacific,55,C
MUN10I,10,INBOUND,Unknown,56,C
MUN10I,10,INBOUND,Van Ness/Pacific,57,C
MUN10I,10,INBOUND,Unknown,58,C
MUN10I,10,INBOUND,Jackson/Franklin,59,C
MUN10O,10,OUTBOUND,Jackson/Fillmore,0,A
MUN10O,10,OUTBOUND,Steiner/Jackson,1,A
MUN10O,10,OUTBOUND,Steiner/Washington,2,A
MUN10O,10,OUTBOUND,Washington/Fillmore,3,A
MUN10O,10,OUTBOUND,Washington/Webster,4,A
MUN10O,10,OUTBOUND,Buchanan/Washington,5,A
MUN10O,10,OUTBOUND,Washington/Laguna,6,A
MUN10O,10,OUTBOUND,Washington/Gough,7,A
MUN10O,10,OUTBOUND,Washington/Franklin,8,A
MUN10O,10,OUTBOUND,Van Ness/Jackson,9,A
MUN10O,10,OUTBOUND,Van Ness/Pacific,10,A
MUN10O,10,OUTBOUND,Polk/Pacific,11,A
MUN10O,10,OUTBOUND,Larkin/Pacific,12,A
MUN10O,10,OUTBOUND,Hyde/Pacific,13,A
MUN10O,10,OUTBOUND,Unknown,14,A
MUN10O,10,OUTBOUND,Jones/Pacific,15,A
MUN10O,10,OUTBOUND,Pacific/Taylor,16,A
MUN10O,10,OUTBOUND,Mason/Pacific,17,A
MUN10O,10,OUTBOUND,Powell/Pacific,18,A
MUN10O,10,OUTBOUND,Stockton/Broadway,19,A
MUN10O,10,OUTBOUND,Columbus/Broadway,20,A
MUN10O,10,OUTBOUND,Montgomery/Broadway,21,A
MUN10O,10,OUTBOUND,Sansome/Broadway,22,A
MUN10O,10,OUTBOUND,Broadway/Battery,23,A
MUN10O,10,OUTBOUND,Jackson/Battery,24,A
MUN10O,10,OUTBOUND,Sansome/Clay,25,A
MUN10O,10,OUTBOUND,Sansome/California,26,B
MUN10O,10,OUTBOUND,Sutter/Market,27,B
MUN10O,10,OUTBOUND,Stevenson/2nd,28,B
MUN10O,10,OUTBOUND,2nd/Howard,29,B
MUN10O,10,OUTBOUND,Folsom/2nd,30,B
MUN10O,10,OUTBOUND,Harrison/2nd,31,B
MUN10O,10,OUTBOUND,Bryant/2nd,32,B
MUN10O,10,OUTBOUND,Brannan/2nd,33,B
MUN10O,10,OUTBOUND,Townsend/2nd,34,B
MUN10O,10,OUTBOUND,3rd/Townsend,35,B
MUN10O,10,OUTBOUND,Townsend/4th,36,C
MUN10O,10,OUTBOUND,5th/Townsend,37,C
MUN10O,10,OUTBOUND,6th/Townsend,38,C
MUN10O,10,OUTBOUND,Townsend/7th,39,C
MUN10O,10,OUTBOUND,Rhode Island/Division,40,C
MUN10O,10,OUTBOUND,Rhode Island/Alameda,41,C
MUN10O,10,OUTBOUND,15th/Rhode Island,42,C
MUN10O,10,OUTBOUND,Rhode Island/16th,43,C
MUN10O,10,OUTBOUND,Rhode Island/17th,44,C
MUN10O,10,OUTBOUND,De Haro/17th,45,C
MUN10O,10,OUTBOUND,Wisconsin/17th,46,C
MUN10O,10,OUTBOUND,17th/Connecticut,47,C
MUN10O,10,OUTBOUND,Connecticut/18th,48,C
MUN10O,10,OUTBOUND,19th/Connecticut,49,C
MUN10O,10,OUTBOUND,Arkansas/20th,50,C
