champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN30I,30,INBOUND,5,Divisadero/Bay,NA,NA,NA,Missing
MUN30I,30,INBOUND,6,Divisadero/Francisco,NA,NA,NA,Missing
MUN30I,30,INBOUND,7,Divisadero/Chestnut,Divisidero & Chestnut,1,Start,1
MUN30I,30,INBOUND,8,Scott/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,9,Chestnut/Pierce,NA,NA,NA,1
MUN30I,30,INBOUND,10,Chestnut/Fillmore,NA,NA,NA,1
MUN30I,30,INBOUND,11,Chestnut/Webster,NA,NA,NA,1
MUN30I,30,INBOUND,12,Buchanan/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,13,Laguna/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,14,Octavia/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,15,Gough/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,16,Franklin/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,17,Van Ness/Chestnut,NA,NA,NA,1
MUN30I,30,INBOUND,18,Van Ness/Bay,NA,NA,NA,1
MUN30I,30,INBOUND,19,North Point/Polk,NA,NA,NA,1
MUN30I,30,INBOUND,21,Hyde/North Point,NA,NA,NA,1
MUN30I,30,INBOUND,22,Columbus/Bay,Columbus & Bay,1,End,1
MUN30I,30,INBOUND,23,Columbus/Francisco,NA,NA,NA,1
MUN30I,30,INBOUND,24,Columbus/Chestnut/Taylor,NA,NA,NA,1
MUN30I,30,INBOUND,25,Lombard/Columbus,NA,NA,NA,1
MUN30I,30,INBOUND,26,Grover/Columbus/Filbert,NA,NA,NA,1
MUN30I,30,INBOUND,27,Columbus/Union,NA,NA,NA,1
MUN30I,30,INBOUND,28,Stockton/Columbus/Green,NA,NA,NA,1
MUN30I,30,INBOUND,29,Stockton/Pacific,NA,NA,NA,1
MUN30I,30,INBOUND,30,Washington/Stockton,NA,NA,NA,1
MUN30I,30,INBOUND,31,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,1
MUN30I,30,INBOUND,32,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,End,2
MUN30I,30,INBOUND,33,Geary/Stockton,NA,NA,NA,2
MUN30I,30,INBOUND,34,Stockton/4th/Market/Ellis,NA,NA,NA,2
MUN30I,30,INBOUND,35,Mission/4th,NA,NA,NA,2
MUN30I,30,INBOUND,36,4th/Howard,NA,NA,NA,2
MUN30I,30,INBOUND,37,Folsom/4th,NA,NA,NA,2
MUN30I,30,INBOUND,38,Brannan/5th,NA,NA,NA,2
MUN30I,30,INBOUND,39,Townsend/4th,Townsend & 4th,3,End,3
MUN30O,30,OUTBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,1,Brannan/3rd,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,2,3rd/Perry,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,3,3rd/Folsom,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,4,3rd/Howard,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,5,3rd/Stevenson,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,6,Geary/Kearny,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,7,Kearny/Sutter,NA,NA,NA,Missing
MUN30O,30,OUTBOUND,8,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,End,2
MUN30O,30,OUTBOUND,9,Stockton/Clay,NA,NA,NA,2
MUN30O,30,OUTBOUND,10,Stockton/Pacific,NA,NA,NA,2
MUN30O,30,OUTBOUND,11,Stockton/Columbus/Green,NA,NA,NA,2
MUN30O,30,OUTBOUND,12,Columbus/Union,NA,NA,NA,2
MUN30O,30,OUTBOUND,13,Mason/Columbus,NA,NA,NA,2
MUN30O,30,OUTBOUND,14,Columbus/Chestnut/Taylor,NA,NA,NA,2
MUN30O,30,OUTBOUND,15,Columbus/Francisco,NA,NA,NA,2
MUN30O,30,OUTBOUND,16,North Point/Columbus,Columbus & North Point,2,Start,2
MUN30O,30,OUTBOUND,17,Hyde/North Point,NA,NA,NA,2
MUN30O,30,OUTBOUND,18,North Point/Larkin,NA,NA,NA,2
MUN30O,30,OUTBOUND,19,North Point/Polk,NA,NA,NA,2
MUN30O,30,OUTBOUND,20,North Point/Van Ness,NA,NA,NA,2
MUN30O,30,OUTBOUND,21,Van Ness/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,22,Franklin/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,23,Gough/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,24,Octavia/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,25,Laguna/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,26,Buchanan/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,27,Chestnut/Webster,NA,NA,NA,2
MUN30O,30,OUTBOUND,28,Chestnut/Fillmore,NA,NA,NA,2
MUN30O,30,OUTBOUND,29,Mallorca/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,30,Chestnut/Pierce,NA,NA,NA,2
MUN30O,30,OUTBOUND,31,Scott/Chestnut,NA,NA,NA,2
MUN30O,30,OUTBOUND,32,Divisadero/Chestnut,Divisidero & Chestnut,1,Start,1
MUN30O,30,OUTBOUND,33,Broderick/Chestnut,NA,NA,NA,1
MUN30O,30,OUTBOUND,34,Broderick/Francisco,NA,NA,NA,1
MUN30O,30,OUTBOUND,35,Broderick/Bay,NA,NA,NA,1
MUN30O,30,OUTBOUND,36,North Point/Broderick,NA,NA,NA,1
MUN30O,30,OUTBOUND,37,Beach/Broderick,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,0,North Point/Van Ness,NA,NA,NA,Missing
MUN30SHORTI,30,INBOUND,1,North Point/Polk,NA,NA,NA,Missing
MUN30SHORTI,30,INBOUND,3,Hyde/North Point,NA,NA,NA,Missing
MUN30SHORTI,30,INBOUND,4,Columbus/Bay,Columbus & Bay,1,End,1
MUN30SHORTI,30,INBOUND,5,Columbus/Francisco,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,6,Columbus/Chestnut/Taylor,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,7,Lombard/Columbus,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,8,Grover/Columbus/Filbert,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,9,Columbus/Union,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,10,Stockton/Columbus/Green,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,11,Stockton/Pacific,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,12,Washington/Stockton,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,13,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,1
MUN30SHORTI,30,INBOUND,14,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,End,2
MUN30SHORTI,30,INBOUND,15,Geary/Stockton,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,16,Stockton/4th/Market/Ellis,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,17,Mission/4th,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,18,4th/Howard,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,19,Folsom/4th,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,20,Brannan/5th,NA,NA,NA,2
MUN30SHORTI,30,INBOUND,21,Townsend/4th,Townsend & 4th,3,End,3
MUN30SHORTO,30,OUTBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,1,Brannan/3rd,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,2,3rd/Perry,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,3,3rd/Folsom,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,4,3rd/Howard,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,5,3rd/Stevenson,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,6,Geary/Kearny,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,7,Kearny/Sutter,NA,NA,NA,Missing
MUN30SHORTO,30,OUTBOUND,8,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,End,2
MUN30SHORTO,30,OUTBOUND,9,Stockton/Clay,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,10,Stockton/Pacific,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,11,Stockton/Columbus/Green,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,12,Columbus/Union,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,13,Mason/Columbus,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,14,Columbus/Chestnut/Taylor,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,15,Columbus/Francisco,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,16,North Point/Columbus,Columbus & North Point,2,Start,2
MUN30SHORTO,30,OUTBOUND,17,Hyde/North Point,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,18,North Point/Larkin,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,19,North Point/Polk,NA,NA,NA,2
MUN30SHORTO,30,OUTBOUND,20,North Point/Van Ness,NA,NA,NA,2
MUN30XI,30X,INBOUND,0,Beach/Scott,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,1,North Point/Scott,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,2,North Point/Divisadero,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,3,Divisadero/Bay,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,4,Divisadero/Francisco,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,5,Divisadero/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,6,Scott/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,7,Chestnut/Pierce,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,8,Chestnut/Fillmore,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,9,Chestnut/Webster,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,10,Buchanan/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,11,Laguna/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,12,Octavia/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,13,Gough/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,14,Franklin/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,15,Van Ness/Chestnut,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,16,Jackson/Columbus,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,17,Montgomery/Clay,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,18,Sansome/Clay,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,19,Sansome/California,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,20,Bush/Battery,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,21,Beale/Mission,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,22,Main/Howard,NA,NA,NA,Missing
MUN30XI,30X,INBOUND,23,Spear/Howard,Howard & Spear,1,Start,1
MUN30XI,30X,INBOUND,24,The Embarcadero/Howard,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,0,The Embarcadero/Howard,NA,NA,NA,Missing
MUN30XO,30X,OUTBOUND,1,Spear/Howard,Howard & Spear,1,Start,1
MUN30XO,30X,OUTBOUND,3,Pine/Front,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,4,Pine/Battery,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,5,Sansome/Sacramento,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,6,Washington/Sansome,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,7,Van Ness/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,8,Franklin/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,9,Gough/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,10,Octavia/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,11,Laguna/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,13,Chestnut/Webster,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,14,Chestnut/Fillmore,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,15,Mallorca/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,16,Chestnut/Pierce,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,17,Scott/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,18,Divisadero/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,19,Broderick/Chestnut,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,20,Broderick/Francisco,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,21,Broderick/Bay,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,22,North Point/Broderick,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,23,Beach/Broderick,NA,NA,NA,1
MUN30XO,30X,OUTBOUND,25,Beach/Scott,NA,NA,NA,1
MUN31AXI,31AX,INBOUND,0,Cabrillo/La Playa,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,8,Balboa/32nd,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,9,Balboa/30th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,10,Balboa/28th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,11,Balboa/25th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,13,Balboa/21st,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,14,Balboa/19th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,15,Balboa/17th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,16,Balboa/14th,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,17,Sansome/Bush,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,18,Sansome/Pine,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,19,California/Battery,NA,NA,NA,Missing
MUN31AXI,31AX,INBOUND,20,Beale/Pine/Davis/Market,Davis & Pine,1,Start,1
MUN31AXO,31AX,OUTBOUND,0,Beale/Pine/Davis/Market,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,1,Montgomery/Pine,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,2,Balboa/Park Presidio,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,3,Balboa/17th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,4,Balboa/19th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,5,Balboa/21st,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,6,Balboa/23rd,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,7,Balboa/25th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,8,Balboa/28th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,9,Balboa/30th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,10,Balboa/32nd,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,11,Balboa/35th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,12,Balboa/37th,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,13,40th/Balboa,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,14,Balboa/43rd,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,16,45th/Cabrillo,NA,NA,NA,Missing
MUN31AXO,31AX,OUTBOUND,18,Cabrillo/La Playa,Cabrillo & La Playa,1,End,1
MUN31BXI,31BX,INBOUND,0,Balboa/12th,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,2,Balboa/8th,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,4,Balboa/4th,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,5,Balboa/Turk/Arguello,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,6,Turk/Stanyan,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,7,Turk/Parker,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,8,Chabot/Turk,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,9,Turk/Roselyn,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,10,Turk/Masonic,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,11,Geary/Masonic,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,12,Geary/Presidio,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,13,Sansome/Bush,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,14,Sansome/Pine,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,15,California/Battery,NA,NA,NA,Missing
MUN31BXI,31BX,INBOUND,16,Beale/Pine/Davis/Market,Davis & Pine,1,Start,1
MUN31BXO,31BX,OUTBOUND,0,Beale/Pine/Davis/Market,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,1,Montgomery/Pine,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,2,Geary/Presidio,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,5,Turk/Roselyn,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,7,Turk/Parker,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,8,Turk/Stanyan,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,9,Balboa/Turk/Arguello,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,10,Balboa/4th,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,11,6th/Balboa,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,12,Balboa/8th,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,13,Balboa/10th,NA,NA,NA,Missing
MUN31BXO,31BX,OUTBOUND,15,Balboa/Park Presidio,NA,NA,NA,Missing
MUN31I,31,INBOUND,0,Cabrillo/La Playa,NA,NA,NA,Missing
MUN31I,31,INBOUND,1,Cabrillo/47th,NA,NA,NA,Missing
MUN31I,31,INBOUND,2,45th/Cabrillo,NA,NA,NA,Missing
MUN31I,31,INBOUND,3,Balboa/45th,NA,NA,NA,Missing
MUN31I,31,INBOUND,4,Balboa/43rd,NA,NA,NA,Missing
MUN31I,31,INBOUND,5,40th/Balboa,NA,NA,NA,Missing
MUN31I,31,INBOUND,6,Balboa/37th,NA,NA,NA,Missing
MUN31I,31,INBOUND,7,Balboa/34th,NA,NA,NA,Missing
MUN31I,31,INBOUND,9,Balboa/30th,NA,NA,NA,Missing
MUN31I,31,INBOUND,10,Balboa/28th,Balboa & 8th,3,Start,3
MUN31I,31,INBOUND,11,Balboa/25th,NA,NA,NA,3
MUN31I,31,INBOUND,12,Balboa/23rd,NA,NA,NA,3
MUN31I,31,INBOUND,13,Balboa/21st,NA,NA,NA,3
MUN31I,31,INBOUND,14,Balboa/19th,NA,NA,NA,3
MUN31I,31,INBOUND,15,Balboa/17th,NA,NA,NA,3
MUN31I,31,INBOUND,16,Balboa/Park Presidio,NA,NA,NA,3
MUN31I,31,INBOUND,17,Balboa/12th,NA,NA,NA,3
MUN31I,31,INBOUND,18,Balboa/10th,NA,NA,NA,3
MUN31I,31,INBOUND,19,Balboa/8th,NA,NA,NA,3
MUN31I,31,INBOUND,20,6th/Balboa,Balboa & 6th,2,End,2
MUN31I,31,INBOUND,21,Balboa/4th,NA,NA,NA,2
MUN31I,31,INBOUND,22,Balboa/Turk/Arguello,NA,NA,NA,2
MUN31I,31,INBOUND,23,Turk/Stanyan,NA,NA,NA,2
MUN31I,31,INBOUND,24,Turk/Parker,NA,NA,NA,2
MUN31I,31,INBOUND,25,Chabot/Turk,NA,NA,NA,2
MUN31I,31,INBOUND,26,Turk/Roselyn,NA,NA,NA,2
MUN31I,31,INBOUND,27,Turk/Masonic,NA,NA,NA,2
MUN31I,31,INBOUND,28,Turk/Central,NA,NA,NA,2
MUN31I,31,INBOUND,29,Lyon/Turk,NA,NA,NA,2
MUN31I,31,INBOUND,30,Baker/Turk,NA,NA,NA,2
MUN31I,31,INBOUND,31,Turk/Broderick,NA,NA,NA,2
MUN31I,31,INBOUND,32,Divisadero/Eddy,NA,NA,NA,2
MUN31I,31,INBOUND,33,Eddy/Scott,NA,NA,NA,2
MUN31I,31,INBOUND,34,Eddy/Pierce,NA,NA,NA,2
MUN31I,31,INBOUND,35,Eddy/Fillmore,NA,NA,NA,2
MUN31I,31,INBOUND,36,Buchanan/Eddy,NA,NA,NA,2
MUN31I,31,INBOUND,37,Eddy/Laguna,NA,NA,NA,2
MUN31I,31,INBOUND,38,Gough/Eddy,Eddy & Gough,2,Start,2
MUN31I,31,INBOUND,39,Van Ness/Eddy,Eddy & Van Ness,1,End,1
MUN31I,31,INBOUND,40,Polk/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,41,Larkin/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,42,Hyde/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,43,Leavenworth/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,44,Jones/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,45,Eddy/Taylor,NA,NA,NA,1
MUN31I,31,INBOUND,46,Mason/Eddy,NA,NA,NA,1
MUN31I,31,INBOUND,47,Cyril Magnin/5th/Market,NA,NA,NA,1
MUN31I,31,INBOUND,48,Stockton/4th/Market/Ellis,NA,NA,NA,1
MUN31I,31,INBOUND,49,3rd/Kearny/Market,NA,NA,NA,1
MUN31I,31,INBOUND,50,Montgomery/Market,NA,NA,NA,1
MUN31I,31,INBOUND,51,1st/Bush/Market,NA,NA,NA,1
MUN31I,31,INBOUND,52,Beale/Pine/Davis/Market,NA,NA,NA,1
MUN31I,31,INBOUND,53,Spear/Market,NA,NA,NA,1
MUN31I,31,INBOUND,54,Mission/Steuart,Steuart & Mission,1,Start,1
MUN31O,31,OUTBOUND,0,Mission/Steuart,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,1,Steuart/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,2,Main/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,3,Fremont/Front/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,4,Sutter/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,5,Montgomery/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,6,Grant/O Farrell/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,7,Powell/Market,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,11,Hyde/Turk,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,12,Turk/Larkin,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,14,Polk/Eddy,NA,NA,NA,Missing
MUN31O,31,OUTBOUND,16,Gough/Eddy,Eddy & Gough,2,Start,2
MUN31O,31,OUTBOUND,17,Eddy/Laguna,NA,NA,NA,2
MUN31O,31,OUTBOUND,18,Buchanan/Eddy,NA,NA,NA,2
MUN31O,31,OUTBOUND,19,Eddy/Fillmore,NA,NA,NA,2
MUN31O,31,OUTBOUND,20,Eddy/Pierce,NA,NA,NA,2
MUN31O,31,OUTBOUND,21,Eddy/Scott,NA,NA,NA,2
MUN31O,31,OUTBOUND,22,Divisadero/Eddy,NA,NA,NA,2
MUN31O,31,OUTBOUND,23,Turk/Broderick,NA,NA,NA,2
MUN31O,31,OUTBOUND,24,Baker/Turk,NA,NA,NA,2
MUN31O,31,OUTBOUND,25,Lyon/Turk,NA,NA,NA,2
MUN31O,31,OUTBOUND,26,Turk/Central,NA,NA,NA,2
MUN31O,31,OUTBOUND,27,Turk/Masonic,NA,NA,NA,2
MUN31O,31,OUTBOUND,28,Turk/Roselyn,NA,NA,NA,2
MUN31O,31,OUTBOUND,29,Chabot/Turk,NA,NA,NA,2
MUN31O,31,OUTBOUND,30,Turk/Parker,NA,NA,NA,2
MUN31O,31,OUTBOUND,31,Turk/Stanyan,NA,NA,NA,2
MUN31O,31,OUTBOUND,32,Balboa/Turk/Arguello,NA,NA,NA,2
MUN31O,31,OUTBOUND,33,Balboa/4th,NA,NA,NA,2
MUN31O,31,OUTBOUND,34,6th/Balboa,Balboa & 6th,2,End,2
MUN31O,31,OUTBOUND,35,Balboa/8th,Balboa & 8th,3,Start,3
MUN31O,31,OUTBOUND,36,Balboa/10th,NA,NA,NA,3
MUN31O,31,OUTBOUND,38,Balboa/Park Presidio,NA,NA,NA,3
MUN31O,31,OUTBOUND,39,Balboa/17th,NA,NA,NA,3
MUN31O,31,OUTBOUND,40,Balboa/19th,NA,NA,NA,3
MUN31O,31,OUTBOUND,41,Balboa/21st,NA,NA,NA,3
MUN31O,31,OUTBOUND,42,Balboa/23rd,NA,NA,NA,3
MUN31O,31,OUTBOUND,43,Balboa/25th,NA,NA,NA,3
MUN31O,31,OUTBOUND,44,Balboa/28th,NA,NA,NA,3
MUN31O,31,OUTBOUND,45,Balboa/30th,NA,NA,NA,3
MUN31O,31,OUTBOUND,46,Balboa/32nd,NA,NA,NA,3
MUN31O,31,OUTBOUND,47,Balboa/35th,NA,NA,NA,3
MUN31O,31,OUTBOUND,48,Balboa/37th,NA,NA,NA,3
MUN31O,31,OUTBOUND,49,40th/Balboa,NA,NA,NA,3
MUN31O,31,OUTBOUND,50,Balboa/43rd,NA,NA,NA,3
MUN31O,31,OUTBOUND,51,Balboa/45th,NA,NA,NA,3
MUN31O,31,OUTBOUND,52,45th/Cabrillo,NA,NA,NA,3
MUN31O,31,OUTBOUND,53,Cabrillo/47th,NA,NA,NA,3
MUN31O,31,OUTBOUND,54,Cabrillo/La Playa,Cabrillo & La Playa,3,End,3
MUN33I,33,INBOUND,0,Potrero/Army St On-ramp/25th,NA,NA,NA,Missing
MUN33I,33,INBOUND,3,23rd/Potrero,NA,NA,NA,Missing
MUN33I,33,INBOUND,4,22nd/Potrero,NA,NA,NA,Missing
MUN33I,33,INBOUND,5,20th/Potrero,NA,NA,NA,Missing
MUN33I,33,INBOUND,6,Potrero/18th,NA,NA,NA,Missing
MUN33I,33,INBOUND,7,17th/Potrero,NA,NA,NA,Missing
MUN33I,33,INBOUND,8,Potrero/16th,16th & Potrero,2,End,2
MUN33I,33,INBOUND,9,Bryant/16th,NA,NA,NA,2
MUN33I,33,INBOUND,10,Treat/16th/Harrison,NA,NA,NA,2
MUN33I,33,INBOUND,11,Folsom/16th,NA,NA,NA,2
MUN33I,33,INBOUND,12,Mission/16th,NA,NA,NA,2
MUN33I,33,INBOUND,13,Mission/18th,NA,NA,NA,2
MUN33I,33,INBOUND,15,Guerrero/18th,NA,NA,NA,2
MUN33I,33,INBOUND,16,Dolores/18th,NA,NA,NA,2
MUN33I,33,INBOUND,17,Church/18th,NA,NA,NA,2
MUN33I,33,INBOUND,18,Sanchez/18th,NA,NA,NA,2
MUN33I,33,INBOUND,19,Noe/18th,18th & Noe,2,Start,2
MUN33I,33,INBOUND,20,Castro/18th,18th & Castro,1,End,1
MUN33I,33,INBOUND,21,Eureka/18th,NA,NA,NA,1
MUN33I,33,INBOUND,22,Hattie/Storrie/18th,NA,NA,NA,1
MUN33I,33,INBOUND,23,Danvers/18th,NA,NA,NA,1
MUN33I,33,INBOUND,25,Clayton/Market,NA,NA,NA,1
MUN33I,33,INBOUND,26,Clayton/Corbett,NA,NA,NA,1
